0.000000e+000, 3.454203e-001, -7.574528e-002, 4.123145e-001, 7.109757e-002, 1.118653e-001, 3.364867e-001, 
1.000000e-010, 6.061997e-002, -1.999110e-001, 3.445080e-001, 2.811345e-001, 3.432741e-001, 3.512070e-001, 
2.000000e-010, 7.675178e-003, -3.330635e-002, -9.309640e-002, -3.771371e-002, 3.281289e-001, 5.595367e-001, 
3.000000e-010, -6.348572e-002, -2.046194e-001, -7.348106e-004, 3.618271e-002, 1.091130e-001, 5.567942e-001, 
4.000000e-010, 3.989492e-002, -4.008675e-001, -2.033411e-001, -2.027284e-001, -9.568900e-002, 2.934217e-001, 
5.000000e-010, 2.739262e-001, -1.828712e-001, -8.799684e-002, -1.656243e-001, 1.864476e-001, 7.800777e-002, 
6.000000e-010, 4.960074e-001, -1.789192e-001, -2.149344e-001, -1.251456e-001, 3.842334e-001, 1.234941e-003, 
7.000000e-010, 8.099727e-001, 1.303498e-001, 4.519486e-002, 3.651623e-002, 3.036738e-001, 1.137987e-001, 
8.000000e-010, 7.312218e-001, 2.958184e-001, 2.513543e-001, 7.099392e-002, 5.930874e-001, 3.484638e-001, 
9.000000e-010, 5.082793e-001, 7.175544e-001, 2.058374e-001, -9.221518e-002, 6.440818e-001, 5.092405e-001, 
1.000000e-009, 6.182180e-001, 5.975315e-001, -4.322532e-002, -4.064740e-002, 7.457186e-001, 7.377349e-001, 
1.100000e-009, 5.680006e-001, 5.742170e-001, 6.194640e-002, 2.998623e-001, 8.721966e-001, 7.860073e-001, 
1.200000e-009, 6.564125e-001, 5.252013e-001, 3.994650e-002, 3.496224e-001, 1.122941e+000, 6.577352e-001, 
1.300000e-009, 3.341222e-001, 7.930726e-001, 1.017967e-002, 6.947356e-002, 1.076109e+000, 1.058389e+000, 
1.400000e-009, 4.687356e-001, 8.465904e-001, 1.480662e-001, 6.320669e-002, 1.070388e+000, 1.095755e+000, 
1.500000e-009, 2.035691e-001, 9.472886e-001, -2.774132e-001, -4.464679e-003, 1.055474e+000, 1.165712e+000, 
1.600000e-009, 3.390065e-001, 9.452305e-001, -4.747545e-001, -5.228675e-002, 7.080351e-001, 1.257126e+000, 
1.700000e-009, 6.420898e-001, 1.056552e+000, -5.488154e-001, -5.864887e-001, 7.292937e-001, 1.104919e+000, 
1.800000e-009, 5.046376e-001, 1.176179e+000, -7.289068e-001, -5.855646e-001, 5.706195e-001, 1.124290e+000, 
1.900000e-009, 5.808404e-001, 7.646015e-001, -7.657003e-001, -4.804101e-001, 1.389783e-001, 1.075303e+000, 
2.000000e-009, 1.785174e-001, 8.379621e-001, -8.909430e-001, -8.851975e-002, 3.964765e-001, 1.007095e+000, 
2.100000e-009, 3.663671e-001, 6.808830e-001, -1.052168e+000, 5.970527e-002, 1.208373e-001, 1.367554e+000, 
2.200000e-009, 2.075004e-001, 6.886702e-001, -1.393165e+000, 2.015270e-001, -1.126296e-001, 1.867413e+000, 
2.300000e-009, -2.368914e-002, 8.923652e-001, -1.466744e+000, 4.591324e-003, -3.307140e-001, 2.022617e+000, 
2.400000e-009, -1.928181e-001, 9.926199e-001, -1.252241e+000, -2.944859e-001, -4.900890e-001, 1.979659e+000, 
2.500000e-009, -1.291825e-001, 1.145519e+000, -1.359804e+000, -1.448900e-001, -5.622364e-001, 1.964865e+000, 
2.600000e-009, 1.857058e-001, 1.005422e+000, -1.360676e+000, -2.032096e-001, -6.328294e-001, 2.347415e+000, 
2.700000e-009, 3.436475e-001, 1.106650e+000, -1.464810e+000, -5.243645e-002, -3.962808e-001, 2.149003e+000, 
2.800000e-009, 1.516294e-001, 9.304037e-001, -1.600723e+000, -2.933793e-001, -2.588711e-001, 1.891073e+000, 
2.900000e-009, 9.270120e-002, 1.074388e+000, -1.568053e+000, -5.617994e-002, -8.871700e-002, 1.831687e+000, 
3.000000e-009, 1.529140e-001, 1.194165e+000, -1.683305e+000, -1.944117e-001, -4.160047e-001, 1.801636e+000, 
3.100000e-009, 1.475007e-002, 1.137578e+000, -1.602479e+000, -1.456782e-001, -2.930882e-001, 1.489084e+000, 
3.200000e-009, 2.172344e-001, 1.001955e+000, -1.476307e+000, -4.560453e-002, 1.735412e-001, 1.508654e+000, 
3.300000e-009, 1.423043e-001, 9.416867e-001, -1.872304e+000, 2.538447e-001, 6.139342e-004, 1.523771e+000, 
3.400000e-009, 2.333301e-001, 9.578720e-001, -1.849876e+000, 2.939084e-001, 1.513186e-001, 1.855774e+000, 
3.500000e-009, 3.147829e-001, 9.060979e-001, -1.604948e+000, 2.278608e-001, 3.600829e-001, 2.120175e+000, 
3.600000e-009, 7.314363e-001, 9.311306e-001, -1.601444e+000, 2.118645e-001, 5.557973e-001, 2.043162e+000, 
3.700000e-009, 6.275120e-001, 9.187040e-001, -1.512306e+000, 4.112945e-001, 7.776480e-001, 1.990225e+000, 
3.800000e-009, 8.410025e-001, 1.047443e+000, -1.296700e+000, 3.718065e-001, 6.262404e-001, 2.000570e+000, 
3.900000e-009, 6.997478e-001, 1.161701e+000, -1.426851e+000, 1.317317e-001, 5.001914e-001, 1.971934e+000, 
4.000000e-009, 8.059763e-001, 1.416609e+000, -1.413243e+000, 1.582045e-001, 5.933804e-001, 1.539872e+000, 
4.100000e-009, 8.186445e-001, 1.571506e+000, -1.511061e+000, 4.716713e-002, 7.550575e-001, 1.699511e+000, 
4.200000e-009, 6.484364e-001, 1.787090e+000, -1.769566e+000, 1.163878e-001, 7.133229e-001, 1.827926e+000, 
4.300000e-009, 5.295413e-001, 2.004146e+000, -1.864819e+000, 2.284992e-001, 8.834624e-001, 1.826223e+000, 
4.400000e-009, 6.268112e-001, 1.941909e+000, -2.135417e+000, 3.370938e-001, 7.693191e-001, 1.580979e+000, 
4.500000e-009, 5.973766e-001, 1.493080e+000, -2.388134e+000, 5.031161e-001, 7.532538e-001, 1.481954e+000, 
4.600000e-009, 6.438652e-001, 1.467508e+000, -2.520489e+000, 3.682818e-001, 5.173682e-001, 1.802807e+000, 
4.700000e-009, 1.377066e+000, 1.637129e+000, -2.538298e+000, 2.328213e-001, 3.980738e-001, 1.823436e+000, 
4.800000e-009, 1.544986e+000, 1.645731e+000, -2.516575e+000, 4.219543e-001, 5.210273e-001, 1.955046e+000, 
4.900000e-009, 1.699578e+000, 1.883508e+000, -2.325436e+000, 8.388779e-001, 4.573266e-001, 2.122136e+000, 
