0.000000e+000, 2.965924e-011, 4.004159e-011, 1.035246e-011, -9.340844e-011, 4.970195e-009, 3.732228e-010
1.000000e-010, 3.649030e-010, 4.803193e-012, -8.726586e-011, -1.304223e-010, 4.943975e-009, 2.394807e-010
2.000000e-010, 6.230390e-010, 1.895529e-010, -3.945137e-011, -3.659812e-010, 5.245411e-009, 3.983175e-011
3.000000e-010, 7.236902e-010, 4.204860e-010, -2.350868e-010, -1.891319e-010, 5.216238e-009, 8.515311e-011
4.000000e-010, 6.524307e-010, 5.270925e-010, -4.103051e-010, 4.763658e-012, 5.445731e-009, 8.520805e-011
5.000000e-010, 5.198683e-010, 5.750295e-010, -3.796456e-010, 9.280017e-011, 5.623412e-009, 1.615023e-010
6.000000e-010, 3.505537e-010, 6.780759e-010, -3.240148e-010, -2.648883e-010, 5.609501e-009, 2.314147e-010
7.000000e-010, 2.998392e-010, 8.440728e-010, -4.788302e-010, -2.474216e-010, 5.531575e-009, 2.335787e-010
8.000000e-010, 4.941822e-010, 9.854874e-010, -4.198466e-010, -1.567638e-010, 5.163429e-009, 4.532263e-010
9.000000e-010, 2.839648e-010, 7.324267e-010, -2.776880e-010, -7.563559e-011, 5.387246e-009, 1.277032e-011
1.000000e-009, 2.762242e-010, 6.517101e-010, -1.263107e-010, -1.898670e-010, 5.923548e-009, 2.317062e-010
1.100000e-009, 4.703446e-010, 7.858297e-010, 1.234901e-010, -1.266701e-010, 5.716663e-009, 1.182552e-010
1.200000e-009, 5.634780e-010, 5.479861e-010, -2.938706e-010, -4.701614e-010, 5.569753e-009, 1.687944e-010
1.300000e-009, 7.006116e-010, 6.845018e-010, -3.290547e-010, -5.893945e-010, 5.450860e-009, -8.098116e-011
1.400000e-009, 6.949780e-010, 3.992792e-010, -1.901597e-010, -5.919030e-010, 5.424218e-009, -4.178538e-010
1.500000e-009, 3.898244e-010, 1.190951e-010, -3.441035e-010, -5.159363e-010, 5.628464e-009, -1.482212e-010
1.600000e-009, 7.102448e-010, 3.393382e-010, -4.893652e-010, -2.557007e-010, 5.714257e-009, -6.559062e-010
1.700000e-009, 3.012812e-010, 4.617463e-010, -5.224320e-010, -1.872424e-010, 5.525413e-009, -9.649038e-011
1.800000e-009, 2.126014e-010, 4.620921e-010, -1.491244e-010, -2.532984e-010, 5.416010e-009, -7.857545e-011
1.900000e-009, 1.291548e-010, 5.123528e-010, -4.573819e-010, -5.796641e-012, 5.629542e-009, -1.677794e-010
2.000000e-009, -3.546861e-010, 6.464563e-010, -6.384754e-011, -1.489817e-010, 5.770410e-009, -4.655852e-010
2.100000e-009, -4.394099e-010, 3.155656e-010, 2.134721e-010, -3.550108e-010, 5.533587e-009, -6.111104e-010
2.200000e-009, -4.032368e-010, 4.438392e-010, 5.866941e-011, -7.873579e-010, 5.504834e-009, -6.789111e-010
2.300000e-009, -3.874262e-010, 9.887381e-010, 2.774725e-010, -1.090882e-009, 5.510552e-009, -4.482593e-010
2.400000e-009, -3.505974e-010, 9.786548e-010, 3.882626e-010, -9.130417e-010, 6.006124e-009, -4.709258e-010
2.500000e-009, -2.970799e-010, 7.861378e-010, 2.321848e-010, -1.030362e-009, 6.087477e-009, -6.921317e-010
2.600000e-009, -3.552540e-010, 6.574572e-010, 3.219261e-010, -1.182738e-009, 6.264684e-009, -4.556102e-010
2.700000e-009, 8.759427e-011, 6.247887e-010, -2.598456e-012, -1.106032e-009, 6.594156e-009, -5.648853e-010
2.800000e-009, 3.518105e-010, 9.380177e-010, -4.172969e-010, -1.069814e-009, 6.474965e-009, -2.434667e-010
2.900000e-009, 5.841401e-010, 6.901223e-010, -2.649331e-010, -7.584663e-010, 6.720872e-009, -5.004328e-011
3.000000e-009, 4.795331e-010, 1.116881e-009, -3.484194e-010, -1.425030e-009, 6.898847e-009, 5.130349e-011
3.100000e-009, 2.962544e-010, 7.993317e-010, -3.089860e-010, -1.317750e-009, 6.706032e-009, 3.286380e-011
3.200000e-009, 3.512458e-011, 9.919177e-010, -3.033767e-010, -1.354204e-009, 6.728524e-009, -1.853587e-010
3.300000e-009, -2.275311e-011, 8.368948e-010, -5.275814e-010, -1.441432e-009, 6.345659e-009, -2.469299e-010
3.400000e-009, -2.787144e-010, 6.834023e-010, -4.895764e-010, -1.514761e-009, 6.301755e-009, -3.954432e-010
3.500000e-009, -1.126054e-010, 9.178380e-010, -6.282371e-010, -1.803199e-009, 6.352777e-009, -3.293063e-010
3.600000e-009, 5.563971e-011, 7.369038e-010, -7.692049e-010, -1.928949e-009, 6.113083e-009, -5.307853e-010
3.700000e-009, 2.189591e-010, 8.301816e-010, -1.109473e-009, -1.721771e-009, 6.179443e-009, -5.828214e-010
3.800000e-009, 3.641907e-010, 6.126046e-010, -6.494678e-010, -1.892965e-009, 6.239557e-009, -7.489355e-010
3.900000e-009, 4.672429e-010, 6.120228e-010, -3.766074e-010, -1.988032e-009, 6.159047e-009, -7.768789e-010
4.000000e-009, 3.254825e-010, 8.516495e-010, -5.566438e-010, -1.951904e-009, 6.300565e-009, -8.444528e-010
4.100000e-009, 3.645142e-011, 9.087378e-010, -6.670815e-010, -1.891913e-009, 6.490154e-009, -9.774719e-010
4.200000e-009, -2.000591e-010, 1.227699e-009, -5.781341e-010, -1.964663e-009, 6.146054e-009, -9.431442e-010
4.300000e-009, -1.847251e-010, 1.456096e-009, -5.483342e-010, -1.799487e-009, 6.197517e-009, -9.075003e-010
4.400000e-009, 1.954161e-010, 1.667197e-009, -4.575346e-010, -1.967189e-009, 6.240041e-009, -5.616576e-010
4.500000e-009, 2.170999e-010, 1.451888e-009, -7.694467e-010, -1.558288e-009, 6.040064e-009, -9.440021e-010
4.600000e-009, -4.207841e-010, 1.411593e-009, -8.436407e-010, -1.685498e-009, 5.907460e-009, -9.088785e-010
4.700000e-009, -2.971871e-010, 1.578693e-009, -8.839876e-010, -1.706429e-009, 5.911227e-009, -9.009232e-010
4.800000e-009, -1.828379e-010, 1.738595e-009, -1.311529e-009, -1.784811e-009, 5.705233e-009, -1.050040e-009
4.900000e-009, -1.656785e-011, 1.798828e-009, -1.001583e-009, -2.041289e-009, 5.664138e-009, -1.267424e-009
